#,P,V,T,n
1,2.5,0.08,50,0.05
2,2.5,0.13,80,0.05
3,2.5,0.18,110,0.05
4,2.5,0.23,140,0.05
5,2.5,0.28,170,0.05
6,2.5,0.34,205,0.05
7,2.5,0.41,250,0.05
8,2.5,0.49,300,0.05
9,2.5,0.57,350,0.05
10,2.5,0.66,400,0.05
