#,P,V,T,n
1,16.31,0.15,298,0.1
2,4.89,0.5,298,0.1
3,3.76,0.65,298,0.1
4,2.72,0.9,298,0.1
5,1.58,1.55,298,0.1
6,1.19,2.05,298,0.1
7,4.08,0.6,298,0.1
8,2.72,0.9,298,0.1
9,2.04,1.2,298,0.1
10,1.19,2.05,298,0.1
11,0.74,3.3,298,0.1
12,0.64,3.8,298,0.1
13,0.61,4,298,0.1
