#,P,V,T,n
1,8.16,0.15,298,0.05
2,2.72,0.45,298,0.05
3,1.02,1.2,298,0.05
4,0.79,1.55,298,0.05
5,0.64,1.9,298,0.05
6,0.52,2.35,298,0.05
7,0.42,2.9,298,0.05
8,0.38,3.25,298,0.05
9,0.34,3.55,298,0.05
10,0.31,4,298,0.05
11,0.46,2.65,298,0.05
12,0.76,1.6,298,0.05
13,0.94,1.3,298,0.05
14,0.45,2.7,298,0.05
15,0.61,2,298,0.05
