#,P,V,T,n
1,1,0,280,0
2,1,0.23,280,0.01
3,1,0.46,280,0.02
4,1,0.69,280,0.03
5,1,1.15,280,0.05
6,1,1.38,280,0.06
7,1,1.61,280,0.07
8,1,1.84,280,0.08
9,1,2.07,280,0.09
10,1,2.3,280,0.1
11,1,0.23,280,0.01
